customer_id,persona,is_story_customer,story_customer_id,recency_days,frequency,monetary,avg_order_value,max_order_value,min_order_value,total_quantity,avg_discount_pct,discount_usage_rate,website_orders_pct,app_orders_pct,whatsapp_orders_pct,preferred_payment_method,baby_care_orders,family_essentials_orders,wellness_orders,self_care_orders,nutrition_orders,favorite_category,customer_tenure_days,days_since_last_order,avg_days_between_orders,orders_per_month,story_type,journey_stage,engagement_level
CUST02557,Seasoned Parents,0,,12,8,8807.0,1100.875,3808.8,228.0,13,7.5,0.75,0.5,0.25,0.25,UPI,2,2,4,0,0,Wellness,258,12,33.285714285714285,0.93,UNKNOWN,UNKNOWN,UNKNOWN
CUST02558,Wellness Seekers,0,,23,9,10747.65,1194.1833333333334,2958.0,333.0,15,7.777777777777778,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,UPI,0,1,8,0,0,Wellness,290,23,33.125,0.931,UNKNOWN,UNKNOWN,UNKNOWN
CUST02559,New Parents,0,,15,4,2152.8500000000004,538.2125000000001,787.95,321.6,8,13.75,1.0,0.25,0.75,0.0,UPI,2,2,0,0,0,Baby Care,122,15,31.333333333333332,0.984,UNKNOWN,UNKNOWN,UNKNOWN
CUST02560,Premium Self-Care,0,,11,6,3098.8,516.4666666666667,1374.0,292.4,7,5.833333333333333,0.5,0.3333333333333333,0.6666666666666666,0.0,CARD,0,3,3,0,0,Family Essentials,330,11,62.6,0.545,UNKNOWN,UNKNOWN,UNKNOWN
CUST02561,Budget Families,0,,36,9,9931.2,1103.4666666666667,2556.8,409.6,23,16.11111111111111,1.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,UPI,2,6,1,0,0,Family Essentials,191,36,19.25,1.414,UNKNOWN,UNKNOWN,UNKNOWN
CUST02562,Seasoned Parents,0,,91,12,13894.0,1157.8333333333333,2707.2,277.4,25,10.416666666666666,0.8333333333333334,0.4166666666666667,0.25,0.3333333333333333,UPI,3,3,6,0,0,Wellness,579,91,40.90909090909091,0.622,UNKNOWN,UNKNOWN,UNKNOWN
CUST02563,Premium Self-Care,0,,62,4,2850.6,712.65,1204.0,330.6,5,1.25,0.25,0.0,0.75,0.25,CARD,0,1,3,0,0,Wellness,261,62,56.0,0.46,UNKNOWN,UNKNOWN,UNKNOWN
CUST02564,Premium Self-Care,0,,18,6,4732.1,788.6833333333334,1928.0,431.3,8,2.5,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,UPI,0,2,4,0,0,Wellness,106,18,17.0,1.698,UNKNOWN,UNKNOWN,UNKNOWN
CUST02565,Wellness Seekers,0,,1,4,2006.65,501.6625,718.0,333.0,5,1.25,0.25,0.0,0.5,0.5,UPI,1,0,3,0,0,Wellness,483,1,92.66666666666667,0.248,UNKNOWN,UNKNOWN,UNKNOWN
CUST02566,Wellness Seekers,0,,14,7,8980.199999999999,1282.8857142857141,4575.2,600.0,12,5.0,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,UPI,1,1,5,0,0,Wellness,191,14,27.333333333333332,1.099,UNKNOWN,UNKNOWN,UNKNOWN
CUST02567,Budget Families,0,,44,4,4175.0,1043.75,1710.0,326.8,10,12.5,1.0,0.5,0.25,0.25,COD,0,4,0,0,0,Family Essentials,230,44,55.666666666666664,0.522,UNKNOWN,UNKNOWN,UNKNOWN
CUST02568,Wellness Seekers,0,,426,3,1135.95,378.65000000000003,492.3,291.65,3,5.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,CARD,1,1,1,0,0,Baby Care,715,426,120.5,0.126,UNKNOWN,UNKNOWN,UNKNOWN
CUST02569,New Parents,0,,10,11,10700.2,972.7454545454547,2091.9,235.8,26,8.636363636363637,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.09090909090909091,UPI,6,2,3,0,0,Baby Care,333,10,30.9,0.991,UNKNOWN,UNKNOWN,UNKNOWN
CUST02570,Premium Self-Care,0,,96,4,4568.65,1142.1625,1880.0,341.05,8,3.75,0.5,0.5,0.5,0.0,UPI,0,0,4,0,0,Wellness,661,96,161.33333333333334,0.182,UNKNOWN,UNKNOWN,UNKNOWN
CUST02571,Premium Self-Care,0,,2,6,4760.9,793.4833333333332,1831.6,311.6,8,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,CARD,0,0,6,0,0,Wellness,56,2,9.6,3.214,UNKNOWN,UNKNOWN,UNKNOWN
CUST02572,Seasoned Parents,0,,4,8,7438.7,929.8375,1629.6,334.4,15,10.0,0.875,0.125,0.5,0.375,CARD,0,2,6,0,0,Wellness,169,4,15.571428571428571,1.42,UNKNOWN,UNKNOWN,UNKNOWN
CUST02573,New Parents,0,,34,11,10159.4,923.5818181818181,1731.45,311.6,28,7.7272727272727275,0.5454545454545454,0.2727272727272727,0.6363636363636364,0.09090909090909091,CARD,8,2,1,0,0,Baby Care,676,34,55.1,0.488,UNKNOWN,UNKNOWN,UNKNOWN
CUST02574,Dormant Customers,0,,373,4,4353.599999999999,1088.3999999999999,2707.2,321.6,9,13.75,1.0,0.75,0.0,0.25,CARD,0,2,2,0,0,Family Essentials,667,373,73.66666666666667,0.18,UNKNOWN,UNKNOWN,UNKNOWN
CUST02575,Seasoned Parents,0,,49,12,10040.7,836.725,2062.5,235.8,19,15.0,0.8333333333333334,0.25,0.5,0.25,UPI,6,4,2,0,0,Baby Care,323,49,23.181818181818183,1.115,UNKNOWN,UNKNOWN,UNKNOWN
CUST02576,Premium Self-Care,0,,70,3,2407.2,802.4,1146.0,490.0,4,6.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,CARD,0,0,3,0,0,Wellness,514,70,76.0,0.175,UNKNOWN,UNKNOWN,UNKNOWN
CUST02577,New Parents,0,,37,9,9376.3,1041.8111111111111,1976.0,679.0,21,11.11111111111111,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.1111111111111111,UPI,5,3,1,0,0,Baby Care,734,37,73.375,0.368,UNKNOWN,UNKNOWN,UNKNOWN
CUST02578,New Parents,0,,113,5,4863.8,972.76,1401.0,437.4,12,13.0,0.8,0.4,0.4,0.2,UPI,3,1,1,0,0,Baby Care,364,113,55.5,0.412,UNKNOWN,UNKNOWN,UNKNOWN
CUST02579,New Parents,0,,45,9,7360.65,817.8499999999999,1358.0,372.6,19,8.88888888888889,0.7777777777777778,0.0,0.7777777777777778,0.2222222222222222,UPI,6,3,0,0,0,Baby Care,482,45,47.5,0.56,UNKNOWN,UNKNOWN,UNKNOWN
CUST02580,Seasoned Parents,0,,57,4,4581.35,1145.3375,1679.6,301.15,8,8.75,0.75,0.25,0.5,0.25,CARD,2,2,0,0,0,Baby Care,683,57,90.33333333333333,0.176,UNKNOWN,UNKNOWN,UNKNOWN
CUST02581,New Parents,0,,5,9,6840.1,760.0111111111112,1860.1,285.0,19,8.88888888888889,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.2222222222222222,CARD,5,3,1,0,0,Baby Care,175,5,18.875,1.543,UNKNOWN,UNKNOWN,UNKNOWN
CUST02582,Dormant Customers,0,,83,1,537.0,537.0,537.0,537.0,1,0.0,0.0,0.0,0.0,1.0,UPI,1,0,0,0,0,Baby Care,96,83,0.0,0.312,UNKNOWN,UNKNOWN,UNKNOWN
CUST02583,Dormant Customers,0,,69,3,1831.3,610.4333333333333,765.0,351.9,4,11.666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,CARD,1,2,0,0,0,Family Essentials,208,69,67.0,0.433,UNKNOWN,UNKNOWN,UNKNOWN
CUST02584,New Parents,0,,27,5,6667.95,1333.59,2282.85,364.5,14,13.0,1.0,0.4,0.4,0.2,UPI,2,2,1,0,0,Baby Care,163,27,33.0,0.92,UNKNOWN,UNKNOWN,UNKNOWN
CUST02585,Seasoned Parents,0,,22,11,14977.5,1361.590909090909,3328.6,584.8,25,5.454545454545454,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.2727272727272727,UPI,4,4,3,0,0,Baby Care,601,22,54.9,0.549,UNKNOWN,UNKNOWN,UNKNOWN
CUST02586,Dormant Customers,0,,32,2,1188.0,594.0,820.5,367.5,3,25.0,1.0,0.5,0.0,0.5,COD,0,0,2,0,0,Wellness,568,32,114.0,0.106,UNKNOWN,UNKNOWN,UNKNOWN
CUST02587,Budget Families,0,,48,12,17677.3,1473.1083333333333,4950.0,752.4,33,12.916666666666666,0.9166666666666666,0.5833333333333334,0.16666666666666666,0.25,COD,2,7,3,0,0,Family Essentials,607,48,49.36363636363637,0.593,UNKNOWN,UNKNOWN,UNKNOWN
CUST02588,Budget Families,0,,31,9,15444.05,1716.0055555555555,3359.2,618.3,21,11.11111111111111,0.8888888888888888,0.6666666666666666,0.1111111111111111,0.2222222222222222,COD,1,7,1,0,0,Family Essentials,201,31,20.375,1.343,UNKNOWN,UNKNOWN,UNKNOWN
CUST02589,New Parents,0,,9,11,15085.65,1371.4227272727273,3506.25,334.4,27,10.909090909090908,0.9090909090909091,0.36363636363636365,0.45454545454545453,0.18181818181818182,UPI,8,2,1,0,0,Baby Care,70,9,6.1,4.714,UNKNOWN,UNKNOWN,UNKNOWN
CUST02590,Premium Self-Care,0,,20,3,3249.8,1083.2666666666667,2046.8,547.0,5,5.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,CARD,0,0,3,0,0,Wellness,236,20,102.0,0.381,UNKNOWN,UNKNOWN,UNKNOWN
CUST02591,Dormant Customers,0,,36,2,1038.6,519.3,676.8,361.8,2,10.0,1.0,1.0,0.0,0.0,CARD,0,2,0,0,0,Family Essentials,121,36,76.0,0.496,UNKNOWN,UNKNOWN,UNKNOWN
CUST02592,Seasoned Parents,0,,17,10,9293.05,929.305,2667.6,333.9,15,6.5,0.6,0.5,0.3,0.2,CARD,3,4,3,0,0,Family Essentials,289,17,26.444444444444443,1.038,UNKNOWN,UNKNOWN,UNKNOWN
CUST02593,New Parents,0,,118,6,6979.6,1163.2666666666667,2444.4,410.25,16,8.333333333333334,0.6666666666666666,0.8333333333333334,0.0,0.16666666666666666,CARD,4,0,2,0,0,Baby Care,482,118,71.6,0.373,UNKNOWN,UNKNOWN,UNKNOWN
CUST02594,Wellness Seekers,0,,117,6,2588.0,431.3333333333333,618.3,313.2,7,15.0,1.0,0.6666666666666666,0.3333333333333333,0.0,UPI,0,0,6,0,0,Wellness,452,117,42.8,0.398,UNKNOWN,UNKNOWN,UNKNOWN
CUST02595,Wellness Seekers,0,,106,7,4972.0,710.2857142857143,1312.2,278.8,10,6.428571428571429,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.0,UPI,0,1,6,0,0,Wellness,703,106,80.0,0.299,UNKNOWN,UNKNOWN,UNKNOWN
CUST02596,Budget Families,0,,223,4,4719.9,1179.975,1681.2,700.8,13,17.5,1.0,0.25,0.5,0.25,COD,2,2,0,0,0,Baby Care,736,223,147.66666666666666,0.163,UNKNOWN,UNKNOWN,UNKNOWN
CUST02597,Wellness Seekers,0,,29,9,10088.4,1120.9333333333334,3732.0,437.6,12,7.222222222222222,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.3333333333333333,CARD,0,2,7,0,0,Wellness,250,29,24.625,1.08,UNKNOWN,UNKNOWN,UNKNOWN
CUST02598,Budget Families,0,,32,11,14103.0,1282.090909090909,4675.0,331.2,27,14.090909090909092,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.09090909090909091,UPI,6,3,2,0,0,Baby Care,443,32,38.7,0.745,UNKNOWN,UNKNOWN,UNKNOWN
CUST02599,New Parents,0,,3,6,6325.5,1054.25,1778.4,460.8,10,9.166666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,UPI,2,2,2,0,0,Baby Care,355,3,65.2,0.507,UNKNOWN,UNKNOWN,UNKNOWN
CUST02600,Wellness Seekers,0,,19,6,11067.15,1844.5249999999999,5500.0,262.4,14,5.833333333333333,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,UPI,1,1,4,0,0,Wellness,351,19,51.8,0.513,UNKNOWN,UNKNOWN,UNKNOWN
CUST02601,Seasoned Parents,0,,263,5,4244.9,848.9799999999999,2612.5,316.8,6,12.0,0.8,0.4,0.4,0.2,CARD,0,3,2,0,0,Family Essentials,557,263,52.25,0.269,UNKNOWN,UNKNOWN,UNKNOWN
CUST02602,Premium Self-Care,0,,6,4,1926.55,481.6375,712.0,316.35,4,6.25,0.75,0.5,0.5,0.0,CARD,0,0,4,0,0,Wellness,414,6,104.33333333333333,0.29,UNKNOWN,UNKNOWN,UNKNOWN
CUST02603,New Parents,0,,82,6,7903.3,1317.2166666666667,4125.0,554.8,13,5.833333333333333,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,COD,4,2,0,0,0,Baby Care,418,82,66.4,0.431,UNKNOWN,UNKNOWN,UNKNOWN
CUST02604,Wellness Seekers,0,,45,4,2841.25,710.3125,1274.9,452.0,5,3.75,0.75,0.5,0.5,0.0,UPI,2,0,2,0,0,Baby Care,481,45,138.33333333333334,0.249,UNKNOWN,UNKNOWN,UNKNOWN
CUST02605,Premium Self-Care,0,,53,7,6383.6,911.9428571428572,2136.0,295.2,11,2.857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,CARD,0,1,6,0,0,Wellness,164,53,17.833333333333332,1.28,UNKNOWN,UNKNOWN,UNKNOWN
CUST02606,New Parents,0,,256,6,5439.4,906.5666666666666,1634.4,372.0,12,8.333333333333334,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,CARD,2,4,0,0,0,Family Essentials,433,256,29.8,0.416,UNKNOWN,UNKNOWN,UNKNOWN
CUST02607,Premium Self-Care,0,,115,3,2619.8,873.2666666666668,1143.8,512.0,3,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,CARD,0,0,3,0,0,Wellness,316,115,100.0,0.285,UNKNOWN,UNKNOWN,UNKNOWN
CUST02608,Seasoned Parents,0,,2,7,4781.75,683.1071428571429,1382.4,406.8,13,13.571428571428571,1.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,UPI,3,2,2,0,0,Baby Care,111,2,16.833333333333332,1.892,UNKNOWN,UNKNOWN,UNKNOWN
CUST02609,Budget Families,0,,60,6,5165.35,860.8916666666668,1580.8,460.8,10,14.166666666666666,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,UPI,1,3,2,0,0,Family Essentials,133,60,12.2,1.353,UNKNOWN,UNKNOWN,UNKNOWN
CUST02610,Seasoned Parents,0,,1,12,15371.1,1280.925,3204.0,296.4,25,5.833333333333333,0.6666666666666666,0.08333333333333333,0.75,0.16666666666666666,UPI,5,4,3,0,0,Baby Care,115,1,9.909090909090908,3.13,UNKNOWN,UNKNOWN,UNKNOWN
CUST02611,Seasoned Parents,0,,23,6,7145.85,1190.9750000000001,2114.8,569.6,13,10.0,1.0,0.0,0.5,0.5,UPI,1,1,4,0,0,Wellness,563,23,80.0,0.32,UNKNOWN,UNKNOWN,UNKNOWN
CUST02612,Premium Self-Care,0,,545,4,2923.8,730.95,1196.0,307.0,7,1.25,0.25,0.25,0.75,0.0,CARD,1,0,3,0,0,Wellness,734,545,28.333333333333332,0.163,UNKNOWN,UNKNOWN,UNKNOWN
CUST02613,Budget Families,0,,119,9,10413.8,1157.0888888888887,2707.2,301.5,21,14.444444444444445,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.1111111111111111,COD,0,7,2,0,0,Family Essentials,569,119,47.75,0.475,UNKNOWN,UNKNOWN,UNKNOWN
CUST02614,Premium Self-Care,0,,44,5,5248.25,1049.65,1957.95,461.7,8,4.0,0.8,0.0,1.0,0.0,CARD,0,0,5,0,0,Wellness,556,44,49.25,0.27,UNKNOWN,UNKNOWN,UNKNOWN
CUST02615,Dormant Customers,0,,21,4,3041.05,760.2625,1168.75,222.7,5,11.25,0.75,0.5,0.0,0.5,UPI,1,2,1,0,0,Family Essentials,100,21,25.666666666666668,1.2,UNKNOWN,UNKNOWN,UNKNOWN
CUST02616,Seasoned Parents,0,,68,6,2648.2,441.3666666666666,564.0,321.6,6,14.166666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,UPI,1,4,1,0,0,Family Essentials,281,68,42.6,0.641,UNKNOWN,UNKNOWN,UNKNOWN
CUST02617,Budget Families,0,,60,9,12378.85,1375.427777777778,2337.5,297.6,21,18.333333333333332,1.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,COD,4,4,1,0,0,Baby Care,698,60,68.875,0.387,UNKNOWN,UNKNOWN,UNKNOWN
CUST02618,Seasoned Parents,0,,106,5,5030.3,1006.0600000000001,2519.4,262.0,11,9.0,0.8,0.0,0.8,0.2,CARD,2,3,0,0,0,Family Essentials,657,106,103.0,0.228,UNKNOWN,UNKNOWN,UNKNOWN
CUST02619,Seasoned Parents,0,,64,10,11481.4,1148.1399999999999,3250.8,269.45,16,7.0,0.8,0.6,0.3,0.1,UPI,2,4,4,0,0,Family Essentials,641,64,58.111111111111114,0.468,UNKNOWN,UNKNOWN,UNKNOWN
CUST02620,Wellness Seekers,0,,4,3,2762.4,920.8000000000001,1424.0,626.4,5,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,UPI,0,0,3,0,0,Wellness,295,4,132.0,0.305,UNKNOWN,UNKNOWN,UNKNOWN
CUST02621,Wellness Seekers,0,,30,8,6758.15,844.76875,1352.8,341.05,11,7.5,0.625,0.0,0.75,0.25,UPI,0,3,5,0,0,Wellness,223,30,24.285714285714285,1.076,UNKNOWN,UNKNOWN,UNKNOWN
CUST02622,Seasoned Parents,0,,19,12,9824.25,818.6875,2856.6,253.6,19,10.0,0.6666666666666666,0.25,0.5,0.25,UPI,3,7,2,0,0,Family Essentials,138,19,10.545454545454545,2.609,UNKNOWN,UNKNOWN,UNKNOWN
CUST02623,Premium Self-Care,0,,11,6,3459.75,576.625,1024.0,359.0,8,5.833333333333333,0.6666666666666666,0.5,0.5,0.0,CARD,0,2,4,0,0,Wellness,76,11,12.4,2.368,UNKNOWN,UNKNOWN,UNKNOWN
CUST02624,Budget Families,0,,175,5,5731.6,1146.3200000000002,1692.0,752.0,9,12.0,0.8,0.6,0.0,0.4,COD,0,3,2,0,0,Family Essentials,611,175,81.5,0.245,UNKNOWN,UNKNOWN,UNKNOWN
CUST02625,Premium Self-Care,0,,36,5,3917.35,783.47,1039.3,409.6,8,7.0,0.8,0.8,0.2,0.0,CARD,0,1,4,0,0,Wellness,535,36,124.25,0.28,UNKNOWN,UNKNOWN,UNKNOWN
CUST02626,Seasoned Parents,0,,45,8,5612.6,701.575,1282.5,292.0,13,5.0,0.5,0.25,0.375,0.375,UPI,1,5,2,0,0,Family Essentials,585,45,77.0,0.41,UNKNOWN,UNKNOWN,UNKNOWN
CUST02627,Seasoned Parents,0,,53,4,1689.2,422.3,653.6,281.4,5,13.75,0.75,0.5,0.5,0.0,CARD,1,2,1,0,0,Family Essentials,504,53,91.0,0.238,UNKNOWN,UNKNOWN,UNKNOWN
CUST02628,Premium Self-Care,0,,29,5,3466.2,693.24,771.2,551.0,7,4.0,0.2,0.4,0.6,0.0,CARD,0,1,4,0,0,Wellness,96,29,15.0,1.562,UNKNOWN,UNKNOWN,UNKNOWN
CUST02629,New Parents,0,,30,8,8611.2,1076.4,1580.8,601.6,17,12.5,0.875,0.375,0.5,0.125,UPI,4,4,0,0,0,Baby Care,338,30,43.42857142857143,0.71,UNKNOWN,UNKNOWN,UNKNOWN
CUST02630,Seasoned Parents,0,,26,7,6292.5,898.9285714285714,2750.0,249.6,10,12.857142857142858,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,UPI,3,3,1,0,0,Baby Care,221,26,32.333333333333336,0.95,UNKNOWN,UNKNOWN,UNKNOWN
CUST02631,Seasoned Parents,0,,26,9,9602.95,1066.9944444444445,2408.0,363.2,17,8.88888888888889,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.1111111111111111,CARD,2,4,3,0,0,Family Essentials,403,26,44.75,0.67,UNKNOWN,UNKNOWN,UNKNOWN
CUST02632,Premium Self-Care,0,,171,2,1023.3,511.65,723.6,299.7,3,10.0,1.0,0.5,0.5,0.0,CARD,0,1,1,0,0,Family Essentials,738,171,246.0,0.081,UNKNOWN,UNKNOWN,UNKNOWN
CUST02633,Seasoned Parents,0,,84,7,11941.4,1705.9142857142856,4950.0,316.2,17,9.285714285714286,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.0,UPI,2,3,2,0,0,Family Essentials,711,84,102.16666666666667,0.295,UNKNOWN,UNKNOWN,UNKNOWN
CUST02634,Budget Families,0,,47,7,8836.6,1262.3714285714286,2856.6,550.4,20,14.285714285714286,0.8571428571428571,0.5714285714285714,0.14285714285714285,0.2857142857142857,COD,0,7,0,0,0,Family Essentials,366,47,44.666666666666664,0.574,UNKNOWN,UNKNOWN,UNKNOWN
CUST02635,Seasoned Parents,0,,20,6,4160.7,693.4499999999999,1587.0,247.2,9,10.0,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,CARD,4,2,0,0,0,Baby Care,235,20,42.6,0.766,UNKNOWN,UNKNOWN,UNKNOWN
CUST02636,Budget Families,0,,243,5,8134.9,1626.98,5500.0,258.0,13,16.0,0.8,1.0,0.0,0.0,COD,1,2,2,0,0,Family Essentials,602,243,86.0,0.249,UNKNOWN,UNKNOWN,UNKNOWN
CUST02637,Budget Families,0,,13,9,8437.75,937.5277777777778,1530.0,317.8,20,15.555555555555555,1.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,UPI,1,7,1,0,0,Family Essentials,232,13,21.875,1.164,UNKNOWN,UNKNOWN,UNKNOWN
CUST02638,Premium Self-Care,0,,7,4,2755.4,688.85,986.0,348.0,5,3.75,0.25,0.25,0.75,0.0,CARD,0,0,4,0,0,Wellness,170,7,44.0,0.706,UNKNOWN,UNKNOWN,UNKNOWN
CUST02639,Premium Self-Care,0,,89,5,5088.5,1017.7,2820.0,348.0,7,3.0,0.2,0.8,0.2,0.0,CARD,0,1,4,0,0,Wellness,463,89,81.25,0.324,UNKNOWN,UNKNOWN,UNKNOWN
CUST02640,Seasoned Parents,0,,31,8,6648.5,831.0625,2048.0,328.0,13,8.75,0.625,0.375,0.25,0.375,UPI,1,3,4,0,0,Wellness,215,31,26.285714285714285,1.116,UNKNOWN,UNKNOWN,UNKNOWN
CUST02641,New Parents,1,SC004,35,30,32677.35,1089.245,3808.8,209.6,72,9.166666666666666,0.7666666666666667,0.5333333333333333,0.4,0.06666666666666667,UPI,17,10,3,0,0,Baby Care,469,35,14.96551724137931,1.919,Loyal New Parents,Loyal,High
CUST02642,Premium Self-Care,0,,42,5,4612.3,922.46,1244.0,333.0,6,4.0,0.4,0.0,0.8,0.2,UPI,0,1,4,0,0,Wellness,261,42,46.5,0.575,UNKNOWN,UNKNOWN,UNKNOWN
CUST02643,Premium Self-Care,0,,51,5,5784.15,1156.83,1854.9,544.35,9,4.0,0.6,0.0,0.8,0.2,CARD,0,0,5,0,0,Wellness,202,51,35.25,0.743,UNKNOWN,UNKNOWN,UNKNOWN
CUST02644,New Parents,0,,8,11,11896.2,1081.4727272727273,2750.0,209.6,20,10.454545454545455,0.7272727272727273,0.7272727272727273,0.09090909090909091,0.18181818181818182,CARD,5,5,1,0,0,Baby Care,37,8,2.9,8.919,UNKNOWN,UNKNOWN,UNKNOWN
CUST02645,Dormant Customers,0,,57,4,2735.3,683.825,899.3,334.8,7,10.0,0.75,0.25,0.5,0.25,NETBANKING,2,2,0,0,0,Baby Care,514,57,128.33333333333334,0.233,UNKNOWN,UNKNOWN,UNKNOWN
CUST02646,Premium Self-Care,0,,159,6,4723.8,787.3000000000001,999.0,328.0,11,4.166666666666667,0.5,0.16666666666666666,0.6666666666666666,0.16666666666666666,CARD,0,0,6,0,0,Wellness,464,159,49.8,0.388,UNKNOWN,UNKNOWN,UNKNOWN
CUST02647,Seasoned Parents,0,,4,11,15013.4,1364.8545454545454,3008.0,450.0,24,7.2727272727272725,0.7272727272727273,0.45454545454545453,0.45454545454545453,0.09090909090909091,UPI,1,3,7,0,0,Wellness,634,4,56.6,0.521,UNKNOWN,UNKNOWN,UNKNOWN
CUST02648,Seasoned Parents,0,,26,6,4640.9,773.4833333333332,1580.8,246.4,9,11.666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,CARD,1,3,2,0,0,Family Essentials,610,26,103.8,0.295,UNKNOWN,UNKNOWN,UNKNOWN
CUST02649,Seasoned Parents,0,,16,12,11091.05,924.2541666666666,2046.8,413.1,20,10.416666666666666,0.8333333333333334,0.3333333333333333,0.4166666666666667,0.25,UPI,4,4,4,0,0,Baby Care,252,16,21.09090909090909,1.429,UNKNOWN,UNKNOWN,UNKNOWN
CUST02650,Wellness Seekers,0,,26,9,5678.85,630.9833333333333,964.0,437.4,11,5.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.1111111111111111,UPI,1,0,8,0,0,Wellness,94,26,7.625,2.872,UNKNOWN,UNKNOWN,UNKNOWN
CUST02651,Seasoned Parents,0,,138,8,9344.0,1168.0,2363.6,224.4,16,8.125,0.625,0.375,0.375,0.25,CARD,1,4,3,0,0,Family Essentials,476,138,41.0,0.504,UNKNOWN,UNKNOWN,UNKNOWN
CUST02652,Wellness Seekers,0,,57,9,6633.950000000001,737.1055555555556,2287.6,316.35,12,5.555555555555555,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.2222222222222222,UPI,1,0,8,0,0,Wellness,625,57,57.25,0.432,UNKNOWN,UNKNOWN,UNKNOWN
CUST02653,Seasoned Parents,0,,69,4,8579.2,2144.8,4950.0,639.2,8,7.5,0.75,0.5,0.0,0.5,UPI,0,2,2,0,0,Family Essentials,551,69,60.666666666666664,0.218,UNKNOWN,UNKNOWN,UNKNOWN
CUST02654,Budget Families,0,,69,10,14764.050000000001,1476.4050000000002,4675.0,253.6,22,13.0,0.9,0.5,0.2,0.3,UPI,2,5,3,0,0,Family Essentials,430,69,38.333333333333336,0.698,UNKNOWN,UNKNOWN,UNKNOWN
CUST02655,Premium Self-Care,0,,119,6,4508.7,751.4499999999999,1358.0,333.0,8,8.333333333333334,0.5,0.5,0.5,0.0,CARD,0,0,6,0,0,Wellness,547,119,81.2,0.329,UNKNOWN,UNKNOWN,UNKNOWN
CUST02656,New Parents,0,,48,7,7168.8,1024.1142857142856,1904.4,409.6,15,5.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.14285714285714285,UPI,3,3,1,0,0,Baby Care,589,48,51.666666666666664,0.357,UNKNOWN,UNKNOWN,UNKNOWN
CUST02657,Premium Self-Care,0,,45,5,6988.6,1397.72,2488.0,486.4,10,5.0,0.4,0.4,0.4,0.2,CARD,0,1,4,0,0,Wellness,223,45,32.5,0.673,UNKNOWN,UNKNOWN,UNKNOWN
CUST02658,Seasoned Parents,0,,301,7,10323.9,1474.8428571428572,3506.25,262.4,16,10.714285714285714,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,UPI,3,2,2,0,0,Baby Care,754,301,53.166666666666664,0.279,UNKNOWN,UNKNOWN,UNKNOWN
CUST02659,Seasoned Parents,0,,69,12,9974.15,831.1791666666667,2114.8,216.0,17,8.75,0.6666666666666666,0.4166666666666667,0.16666666666666666,0.4166666666666667,UPI,2,6,4,0,0,Family Essentials,365,69,26.454545454545453,0.986,UNKNOWN,UNKNOWN,UNKNOWN
CUST02660,Budget Families,0,,10,8,13140.75,1642.59375,3506.25,460.8,22,20.625,1.0,0.625,0.375,0.0,COD,3,4,1,0,0,Family Essentials,180,10,12.857142857142858,1.333,UNKNOWN,UNKNOWN,UNKNOWN
